timestamp,AFeedStream1,DFeedStream2,EFeedStream3,TotalFeedStream4,RecycleFlowStream8,ReactorFeedRateStream6,ReactorPressurekPagauge,ReactorLevel,ReactorTemperatureDegC,PurgeRateStream9,ProductSepTempDegC,ProductSepLevel,ProdSepPressurekPagauge,ProdSepUnderflowStream10,StripperLevel,StripperPressurekPagauge,StripperUnderflowStream11,StripperTemperatureDegC,StripperSteamFlowkgperhr,CompressorWorkkW,ReactorCoolingWaterOutletTempDegC,SeparatorCoolingWaterOutletTempDegC,ComponentA6,ComponentB6,ComponentC6,ComponentD6,ComponentE6,ComponentF6,ComponentA9,ComponentB9,ComponentC9,ComponentD9,ComponentE9,ComponentF9,ComponentG9,ComponentH9,ComponentD11,ComponentE11,ComponentF11,ComponentG11,ComponentH11,DFeedFlowStream2,EFeedFlowStream3,AFeedFlowStream1,TotalFeedFlowStream4,CompressorRecycleValve,PurgeValveStream9,SeparatorPotLiquidFlowStream10,StripperLiquidProductFlowStream11,StripperSteamValve,ReactorCoolingWaterFlow,CondenserCoolingWaterFlow
2004-01-02 03:10:00,0.31027,3697.3,4515.5,9.3557,26.982,42.264,2704.3,74.791,120.42,0.33802,80.285,49.465,2633.4,25.223,50.905,3101.4,23.47,65.759,232.53,340.44,94.504,77.697,31.732,8.9545,25.967,6.8953,18.647,1.6709,32.803,13.86,23.627,1.2876,19.034,2.2842,4.8693,2.3015,0.025779,0.82256,0.098409,53.567,43.639,63.615,53.577,30.719,59.063,22.177,39.907,36.527,48.628,48.297,41.571,16.919
2004-01-02 03:11:00,0.31338,3726.7,4480.3,9.2559,26.947,42.308,2703.5,75.077,120.43,0.34015,80.446,49.726,2632.0,23.839,50.758,3102.8,22.603,65.884,232.92,340.39,94.37,77.551,31.732,8.9545,25.967,6.8953,18.647,1.6709,32.803,13.86,23.627,1.2876,19.034,2.2842,4.8693,2.3015,0.025779,0.82256,0.098409,53.567,43.639,63.109,53.997,30.413,61.005,21.94,39.646,37.293,48.287,48.597,42.262,18.96
2004-01-02 03:12:00,0.3194,3645.4,4487.9,9.3655,26.732,42.502,2698.9,74.962,120.38,0.33792,80.049,49.518,2627.1,27.201,49.794,3098.6,23.431,65.91,232.94,340.1,94.553,76.753,32.182,8.7932,25.73,6.8196,19.268,1.6605,32.862,14.004,23.889,1.1984,19.168,2.2469,4.7665,2.2414,0.025779,0.82256,0.098409,53.567,43.639,63.335,54.583,31.56,60.872,21.597,40.186,36.683,46.057,48.929,40.837,17.07
2004-01-02 03:13:00,0.32071,3650.1,4523.9,9.3635,26.83,42.441,2697.8,75.285,120.39,0.33593,79.938,50.711,2626.0,25.846,48.898,3097.4,22.888,65.864,235.7,340.47,94.592,77.312,32.182,8.7932,25.73,6.8196,19.268,1.6605,32.862,14.004,23.889,1.1984,19.168,2.2469,4.7665,2.2414,0.025779,0.82256,0.098409,53.567,43.639,63.255,54.152,31.431,60.243,21.555,40.428,40.193,43.985,49.024,41.043,18.34
2004-01-02 03:14:00,0.27787,3698.6,4446.4,9.3232,27.034,42.063,2697.8,75.3,120.42,0.35334,80.031,51.414,2626.6,23.932,50.628,3094.9,21.971,65.88,238.3,341.32,94.614,77.415,32.605,8.9088,26.132,6.8928,18.74,1.6651,33.16,13.701,23.575,1.1485,19.101,2.2602,4.9065,2.4591,0.025779,0.82256,0.098409,53.567,43.639,63.108,53.526,27.559,61.112,22.148,42.329,42.261,47.988,49.131,41.108,20.517
2004-01-02 03:15:00,0.279,3669.3,4437.0,9.2664,27.005,42.319,2699.4,75.645,120.38,0.35234,80.363,49.891,2628.2,24.504,49.837,3095.9,22.03,65.925,237.38,341.34,94.451,77.463,32.605,8.9088,26.132,6.8928,18.74,1.6651,33.16,13.701,23.575,1.1485,19.101,2.2602,4.9065,2.4591,0.013917,0.84874,0.095286,53.373,44.126,63.612,53.639,27.448,63.204,22.47,42.451,37.778,46.157,48.467,41.163,20.355
2004-01-02 03:16:00,0.23676,3663.5,4466.9,9.2929,26.898,42.198,2697.9,74.396,120.4,0.32094,80.263,50.214,2627.0,24.089,50.007,3094.8,23.27,65.959,234.89,341.0,94.592,77.213,32.836,8.8963,26.101,6.8412,19.476,1.645,32.641,13.863,23.545,1.2712,19.43,2.2341,4.8221,2.3438,0.013917,0.84874,0.095286,53.373,44.126,63.094,54.538,23.138,62.906,22.156,38.196,38.729,46.549,48.55,41.782,17.421
2004-01-02 03:17:00,0.23323,3707.7,4503.2,9.3287,26.856,42.335,2696.1,75.161,120.39,0.32076,80.171,50.679,2625.3,24.388,51.008,3093.4,23.165,65.967,234.32,340.93,94.584,77.117,32.836,8.8963,26.101,6.8412,19.476,1.645,32.641,13.863,23.545,1.2712,19.43,2.2341,4.8221,2.3438,0.013917,0.84874,0.095286,53.373,44.126,62.333,54.105,23.485,61.175,22.296,38.219,40.099,48.866,48.462,41.036,17.678
2004-01-02 03:18:00,0.20697,3665.9,4465.8,9.302,27.107,42.093,2695.3,75.352,120.4,0.33792,80.286,48.552,2623.9,24.11,50.67,3092.2,22.873,65.955,233.98,340.74,94.643,77.35,32.239,8.9899,25.807,6.8368,18.668,1.6665,33.527,13.731,23.574,1.2059,18.492,2.2868,4.8694,2.3364,0.013917,0.84874,0.095286,53.373,44.126,63.519,52.69,20.58,61.282,22.086,40.407,33.838,48.084,48.354,40.781,18.348
2004-01-02 03:19:00,0.20762,3685.6,4460.0,9.1906,26.884,42.112,2692.5,75.701,120.4,0.33743,80.325,49.199,2621.3,24.712,49.719,3091.8,24.295,65.984,232.91,339.91,94.659,77.14,32.239,8.9899,25.807,6.8368,18.668,1.6665,33.527,13.731,23.574,1.2059,18.492,2.2868,4.8694,2.3364,0.013917,0.84874,0.095286,53.373,44.126,63.18,52.76,20.516,60.296,21.615,40.467,35.742,45.883,48.312,40.124,14.974
2004-01-02 03:20:00,0.26156,3691.2,4509.1,9.3167,26.95,42.501,2692.2,74.556,120.4,0.32555,80.274,49.586,2620.6,25.209,49.232,3091.0,22.589,65.987,234.33,340.15,94.646,77.121,32.808,8.9724,25.919,6.8128,18.926,1.6845,32.876,14.125,23.946,1.2293,18.604,2.2627,4.8887,2.2715,0.0030722,0.84845,0.10997,53.789,43.42,63.164,54.104,25.866,62.17,21.671,38.342,36.883,44.757,48.716,40.769,19.031
2004-01-02 03:21:00,0.26276,3677.9,4493.8,9.2458,27.0,42.303,2690.8,75.029,120.41,0.31788,80.095,49.314,2619.4,26.679,51.074,3090.2,22.491,66.008,234.98,340.02,94.623,76.937,32.808,8.9724,25.919,6.8128,18.926,1.6845,32.876,14.125,23.946,1.2293,18.604,2.2627,4.8887,2.2715,0.0030722,0.84845,0.10997,53.789,43.42,63.392,54.287,25.747,60.619,21.75,39.278,36.082,49.02,48.814,40.456,19.294
2004-01-02 03:22:00,0.20063,3700.8,4465.6,9.3992,26.773,42.07,2688.6,75.374,120.38,0.36942,80.075,49.985,2616.5,24.789,51.321,3086.8,23.609,65.976,235.19,339.98,94.71,77.234,31.862,8.8106,25.706,6.9662,19.092,1.6607,33.238,13.994,23.624,1.2116,18.594,2.2911,4.8875,2.4305,0.0030722,0.84845,0.10997,53.789,43.42,63.262,53.988,20.349,59.777,21.44,43.697,38.057,49.591,48.95,41.19,16.629
2004-01-02 03:23:00,0.20417,3676.3,4518.2,9.3843,26.91,42.211,2689.6,74.694,120.38,0.37212,80.304,49.891,2616.7,26.098,49.519,3087.3,23.469,65.984,235.52,339.81,94.699,77.219,31.862,8.8106,25.706,6.9662,19.092,1.6607,33.238,13.994,23.624,1.2116,18.594,2.2911,4.8875,2.4305,0.0030722,0.84845,0.10997,53.789,43.42,63.683,53.359,20.0,62.388,21.645,43.368,37.78,45.421,49.076,40.172,16.955
2004-01-02 03:24:00,0.29439,3635.6,4442.4,9.1738,26.901,42.206,2691.0,74.63,120.41,0.35043,80.474,51.632,2619.7,27.255,48.1,3090.6,23.201,66.029,235.4,339.46,94.733,77.459,31.992,8.8787,26.426,7.0301,19.168,1.6257,32.921,13.911,23.452,1.28,18.861,2.2435,4.8559,2.3063,0.0030722,0.84845,0.10997,53.789,43.42,63.031,53.82,28.81,62.51,21.622,42.863,42.903,42.137,49.236,40.948,17.563
2004-01-02 03:25:00,0.29172,3665.9,4463.5,9.5388,26.928,42.399,2691.9,74.972,120.38,0.35326,80.54,48.517,2619.8,24.514,51.147,3093.1,24.546,66.097,237.14,339.12,94.572,77.641,31.992,8.8787,26.426,7.0301,19.168,1.6257,32.921,13.911,23.452,1.28,18.861,2.2435,4.8559,2.3063,0.031293,0.84342,0.11276,53.907,44.169,62.51,53.567,29.072,61.377,21.256,42.519,33.735,49.189,49.245,40.745,14.344
2004-01-02 03:26:00,0.28406,3610.2,4438.9,9.4724,27.334,42.223,2695.8,74.524,120.39,0.34779,80.712,49.642,2623.8,27.406,49.47,3094.4,23.17,66.191,235.4,339.98,94.811,77.482,32.245,9.0206,26.445,6.9832,19.414,1.6918,32.964,14.004,23.393,1.231,18.449,2.2834,4.9208,2.2847,0.031293,0.84342,0.11276,53.907,44.169,62.799,53.616,27.883,59.665,21.896,41.141,37.047,45.306,49.55,41.166,17.594
2004-01-02 03:27:00,0.2838,3604.2,4468.6,9.4389,27.12,42.69,2695.2,73.705,120.39,0.34667,80.488,49.824,2623.4,25.415,49.957,3094.1,21.989,66.208,237.24,340.05,94.53,77.502,32.245,9.0206,26.445,6.9832,19.414,1.6918,32.964,14.004,23.393,1.231,18.449,2.2834,4.9208,2.2847,0.031293,0.84342,0.11276,53.907,44.169,62.902,53.262,27.909,61.384,21.707,41.277,37.581,46.434,49.536,40.422,20.39
2004-01-02 03:28:00,0.26159,3646.4,4354.8,9.415,27.032,42.594,2694.8,75.138,120.39,0.36025,80.341,51.259,2622.8,26.389,51.09,3093.2,24.256,66.216,237.78,340.74,94.911,77.232,31.884,8.9046,26.019,6.857,18.893,1.6647,33.162,13.951,24.002,1.4027,18.849,2.3207,4.9383,2.2907,0.031293,0.84342,0.11276,53.907,44.169,62.469,53.931,25.432,61.611,21.898,42.318,41.804,49.057,49.64,40.659,15.031
2004-01-02 03:29:00,0.26145,3630.9,4472.0,9.4212,27.026,42.763,2696.9,74.224,120.4,0.35914,80.481,48.255,2625.3,25.993,49.832,3094.4,23.333,66.209,238.68,340.75,94.656,77.923,31.884,8.9046,26.019,6.857,18.893,1.6647,33.162,13.951,24.002,1.4027,18.849,2.3207,4.9383,2.2907,0.031293,0.84342,0.11276,53.907,44.169,62.736,52.529,25.445,60.627,21.906,42.454,32.965,46.145,49.712,40.558,17.159
2004-01-02 03:30:00,0.29533,3624.0,4454.7,9.3528,26.9,42.103,2700.5,74.261,120.4,0.35241,80.643,50.597,2629.4,25.098,49.77,3098.4,23.114,66.244,237.56,341.27,94.563,77.687,31.773,8.8776,26.131,6.785,18.786,1.6413,33.074,13.824,23.675,1.3092,18.533,2.2847,4.917,2.3403,0.016071,0.84914,0.098003,53.701,43.244,63.926,53.95,29.224,62.58,21.957,42.098,39.858,46.003,49.852,40.961,17.67
2004-01-02 03:31:00,0.29654,3666.5,4506.5,9.3265,26.822,42.033,2699.4,75.064,120.41,0.34938,80.389,48.743,2627.5,27.069,50.448,3097.8,22.939,66.28,238.71,341.39,94.488,77.236,31.773,8.8776,26.131,6.785,18.786,1.6413,33.074,13.824,23.675,1.3092,18.533,2.2847,4.917,2.3403,0.016071,0.84914,0.098003,53.701,43.244,63.195,53.33,29.106,61.421,21.907,42.468,34.402,47.57,49.849,41.152,18.117
2004-01-02 03:32:00,0.31091,3672.5,4474.7,9.4585,26.656,42.551,2699.9,74.974,120.41,0.34056,80.255,49.407,2628.3,25.192,50.09,3098.4,23.145,66.21,238.34,341.76,94.525,77.532,32.275,8.8916,26.096,6.8499,19.029,1.6651,33.08,13.825,23.538,1.1813,18.911,2.2995,4.831,2.2393,0.016071,0.84914,0.098003,53.701,43.244,63.781,53.963,30.552,62.625,21.705,40.234,36.354,46.742,49.988,41.383,17.612
2004-01-02 03:33:00,0.31371,3706.5,4499.1,9.3178,26.964,42.437,2701.3,74.421,120.42,0.33899,80.255,49.548,2630.2,25.18,52.099,3098.8,22.796,66.213,240.71,342.21,94.403,77.437,32.275,8.8916,26.096,6.8499,19.029,1.6651,33.08,13.825,23.538,1.1813,18.911,2.2995,4.831,2.2393,0.016071,0.84914,0.098003,53.701,43.244,63.196,53.672,30.278,59.97,22.345,40.425,36.771,51.391,49.883,41.698,18.444
2004-01-02 03:34:00,0.26473,3699.0,4438.3,9.3961,27.052,42.628,2701.2,73.873,120.39,0.33798,80.224,50.188,2630.4,23.273,50.765,3097.6,22.889,66.203,240.25,342.86,94.472,77.097,32.19,8.8737,26.534,7.1066,18.65,1.6661,33.471,13.84,23.557,1.2233,18.512,2.2824,4.8529,2.4082,0.016071,0.84914,0.098003,53.701,43.244,62.816,53.78,25.872,62.423,22.543,40.572,38.652,48.305,50.028,41.48,18.247
2004-01-02 03:35:00,0.26414,3656.7,4489.8,9.3857,27.105,42.266,2699.8,74.976,120.4,0.339,80.079,48.243,2628.3,25.452,48.96,3097.1,22.733,66.128,240.44,342.87,94.511,77.178,32.19,8.8737,26.534,7.1066,18.65,1.6661,33.471,13.84,23.557,1.2233,18.512,2.2824,4.8529,2.4082,0.0095045,0.82878,0.1008,53.914,43.751,63.543,53.163,25.93,61.175,22.412,40.448,32.931,44.128,50.283,41.484,18.621
2004-01-02 03:36:00,0.27039,3588.9,4498.5,9.4196,26.763,42.229,2701.5,75.081,120.38,0.34301,80.144,50.207,2630.8,26.146,48.444,3095.7,21.793,66.121,243.87,342.98,94.625,77.7,32.6,8.9143,26.483,6.8166,19.09,1.6633,33.17,13.736,23.939,1.3185,18.952,2.2762,4.8924,2.3785,0.0095045,0.82878,0.1008,53.914,43.751,62.368,53.978,26.851,61.648,22.807,40.368,38.71,42.932,50.158,40.721,20.815
2004-01-02 03:37:00,0.27087,3606.1,4533.2,9.3959,26.823,42.494,2702.5,74.765,120.38,0.34413,80.067,49.443,2632.0,26.899,48.769,3098.7,22.48,66.142,242.19,343.04,94.779,77.283,32.6,8.9143,26.483,6.8166,19.09,1.6633,33.17,13.736,23.939,1.3185,18.952,2.2762,4.8924,2.3785,0.0095045,0.82878,0.1008,53.914,43.751,62.073,53.563,26.804,62.709,22.45,40.231,36.461,43.685,50.486,40.902,19.213
2004-01-02 03:38:00,0.2289,3687.6,4449.7,9.3053,27.008,42.216,2704.7,74.425,120.4,0.32743,80.027,50.771,2633.7,26.012,49.25,3098.8,24.39,66.106,240.24,344.08,94.553,77.459,32.305,8.961,25.983,6.7743,18.587,1.7057,33.097,13.893,23.936,1.1723,18.505,2.2579,4.8134,2.2561,0.0095045,0.82878,0.1008,53.914,43.751,63.139,53.468,22.703,65.611,22.952,39.446,40.369,44.799,50.841,41.012,14.677
2004-01-02 03:39:00,0.23021,3694.0,4468.8,9.4628,26.864,42.087,2709.8,75.42,120.42,0.32838,80.486,51.212,2639.8,24.187,48.691,3103.1,23.337,66.164,242.82,344.01,94.454,78.18,32.305,8.961,25.983,6.7743,18.587,1.7057,33.097,13.893,23.936,1.1723,18.505,2.2579,4.8134,2.2561,0.0095045,0.82878,0.1008,53.914,43.751,63.029,53.239,22.574,61.09,23.261,39.33,41.666,43.505,50.786,41.579,17.089
2004-01-02 03:40:00,0.25604,3658.4,4495.3,9.3626,26.886,42.584,2709.5,75.191,120.4,0.34906,80.497,49.754,2638.8,25.599,49.416,3104.6,23.314,66.305,239.53,343.65,94.339,77.446,32.7,8.9513,26.408,6.5934,18.69,1.6026,33.343,13.937,23.571,1.236,18.233,2.2719,4.8552,2.3343,0.025807,0.82961,0.091988,53.901,44.555,64.094,54.148,25.102,62.36,22.84,41.002,37.376,45.183,50.733,40.943,17.161
2004-01-02 03:41:00,0.25754,3702.7,4523.9,9.4886,26.754,42.642,2705.8,75.024,120.42,0.34946,80.167,49.606,2634.9,26.629,49.665,3102.4,23.299,66.297,242.36,343.62,94.331,76.935,32.7,8.9513,26.408,6.5934,18.69,1.6026,33.343,13.937,23.571,1.236,18.233,2.2719,4.8552,2.3343,0.025807,0.82961,0.091988,53.901,44.555,63.331,53.804,24.955,59.769,22.274,40.952,36.94,45.759,50.427,41.187,17.239
2004-01-02 03:42:00,0.21561,3746.7,4555.6,9.4288,26.328,42.448,2702.5,75.002,120.41,0.35336,79.839,49.896,2631.6,25.481,48.963,3098.1,23.679,66.221,243.37,344.21,94.532,76.859,32.245,8.8931,26.618,6.9977,18.917,1.6867,33.966,13.875,23.489,1.3375,18.113,2.2983,4.8852,2.451,0.025807,0.82961,0.091988,53.901,44.555,64.347,53.195,20.912,60.66,22.264,41.777,37.793,44.133,50.29,42.03,16.367
2004-01-02 03:43:00,0.21427,3751.3,4490.4,9.3101,27.095,42.706,2701.9,74.522,120.41,0.3528,79.977,50.096,2631.8,25.508,51.616,3097.7,23.537,66.131,240.89,343.47,94.2,77.82,32.245,8.8931,26.618,6.9977,18.917,1.6867,33.966,13.875,23.489,1.3375,18.113,2.2983,4.8852,2.451,0.025807,0.82961,0.091988,53.901,44.555,64.269,53.975,21.044,60.511,22.73,41.846,38.383,50.273,50.469,41.734,16.643
2004-01-02 03:44:00,0.25621,3612.9,4501.0,9.4614,26.99,42.255,2705.7,74.964,120.35,0.34937,80.449,49.235,2635.4,25.948,49.73,3099.2,23.318,66.212,241.39,343.61,94.497,77.589,32.06,8.896,26.123,6.8362,18.332,1.6844,33.364,13.885,23.836,1.0577,18.333,2.2437,4.7973,2.2365,0.025807,0.82961,0.091988,53.901,44.555,63.186,53.286,25.008,61.35,23.012,40.735,35.848,45.91,50.374,40.531,17.142
2004-01-02 03:45:00,0.25653,3609.8,4473.9,9.4111,26.742,42.166,2705.9,75.097,120.4,0.34721,80.387,49.85,2635.0,23.951,48.914,3100.0,23.493,66.262,239.29,344.07,94.418,77.676,32.06,8.896,26.123,6.8362,18.332,1.6844,33.364,13.885,23.836,1.0577,18.333,2.2437,4.7973,2.2365,0.015368,0.81209,0.075813,53.729,43.472,63.239,53.61,24.976,61.255,22.744,40.997,37.659,44.02,50.517,41.806,16.701
2004-01-02 03:46:00,0.273,3662.2,4499.8,9.401,27.214,42.52,2704.0,74.914,120.37,0.34538,80.039,49.098,2633.1,24.909,50.538,3100.6,22.723,66.258,240.89,344.02,94.589,77.025,32.764,8.9086,26.333,6.8006,18.138,1.6041,33.184,13.74,23.966,1.2302,18.457,2.2365,4.7899,2.1764,0.015368,0.81209,0.075813,53.729,43.472,63.721,54.761,26.945,59.828,22.684,41.564,35.446,47.78,50.328,40.676,18.588
2004-01-02 03:47:00,0.27418,3672.0,4520.0,9.5553,26.527,42.742,2705.3,74.42,120.41,0.34919,80.006,49.515,2634.9,23.588,49.567,3099.4,22.999,66.201,241.08,344.65,94.412,77.3,32.764,8.9086,26.333,6.8006,18.138,1.6041,33.184,13.74,23.966,1.2302,18.457,2.2365,4.7899,2.1764,0.015368,0.81209,0.075813,53.729,43.472,63.552,54.519,26.829,62.359,22.743,41.099,36.673,45.531,50.268,41.601,17.923
2004-01-02 03:48:00,0.20464,3685.4,4569.1,9.4096,27.059,42.318,2704.3,74.99,120.39,0.33104,79.871,49.018,2633.3,25.798,49.845,3098.9,22.137,66.128,240.06,343.93,94.543,77.179,32.349,8.846,26.686,7.0098,18.42,1.6438,33.218,13.925,23.478,1.1054,18.068,2.2613,4.8696,2.3111,0.015368,0.81209,0.075813,53.729,43.472,63.695,54.499,19.817,60.604,22.516,39.416,35.21,46.176,50.32,41.49,19.998
2004-01-02 03:49:00,0.20281,3670.2,4588.2,9.518,27.004,42.407,2705.0,74.428,120.42,0.33324,79.945,51.519,2635.1,24.976,49.208,3099.0,23.049,66.074,240.08,344.02,94.427,77.158,32.349,8.846,26.686,7.0098,18.42,1.6438,33.218,13.925,23.478,1.1054,18.068,2.2613,4.8696,2.3111,0.015368,0.81209,0.075813,53.729,43.472,63.956,54.271,19.996,62.045,23.113,39.148,42.57,44.701,50.282,41.777,17.844
2004-01-02 03:50:00,0.24082,3664.1,4547.3,9.2626,26.958,42.303,2707.1,75.264,120.38,0.35135,80.035,48.866,2636.6,24.399,48.145,3099.4,23.226,66.05,239.9,343.94,94.651,77.548,32.41,8.9833,26.107,6.7351,19.002,1.6755,33.874,13.81,24.095,1.3184,18.011,2.2338,4.7869,2.3371,0.019135,0.80578,0.097345,53.911,44.442,62.203,54.152,23.406,61.803,23.341,41.906,34.762,42.24,49.785,40.667,17.399
2004-01-02 03:51:00,0.23889,3641.1,4540.8,9.433,26.905,42.469,2707.4,74.062,120.39,0.35368,80.096,50.017,2636.0,24.53,49.943,3101.8,23.752,66.066,237.23,344.0,94.51,77.421,32.41,8.9833,26.107,6.7351,19.002,1.6755,33.874,13.81,24.095,1.3184,18.011,2.2338,4.7869,2.3371,0.019135,0.80578,0.097345,53.911,44.442,62.599,54.23,23.597,61.219,22.875,41.621,38.15,46.401,49.775,41.27,16.151
2004-01-02 03:52:00,0.23311,3727.8,4467.1,9.4453,27.096,43.098,2708.7,75.045,120.41,0.34066,80.157,50.987,2637.3,25.328,50.542,3103.4,22.534,66.056,238.8,343.82,94.482,77.51,32.445,8.8904,26.69,6.9134,18.861,1.6171,33.182,13.762,23.898,1.1451,18.027,2.2641,4.8192,2.3469,0.019135,0.80578,0.097345,53.911,44.442,63.526,53.694,22.595,59.967,22.774,40.206,41.005,47.789,49.389,41.144,19.024
2004-01-02 03:53:00,0.23092,3697.9,4516.0,9.248,26.696,42.943,2708.1,74.144,120.4,0.34262,80.136,50.157,2637.9,25.085,50.968,3102.8,22.798,66.054,238.8,343.03,94.369,77.47,32.445,8.8904,26.69,6.9134,18.861,1.6171,33.182,13.762,23.898,1.1451,18.027,2.2641,4.8192,2.3469,0.019135,0.80578,0.097345,53.911,44.442,64.041,53.108,22.811,62.292,22.683,39.967,38.561,48.775,49.144,41.937,18.399
2004-01-02 03:54:00,0.22212,3640.4,4480.0,9.3372,26.529,42.23,2707.3,74.868,120.39,0.33304,80.109,50.76,2636.7,24.646,49.712,3100.8,22.996,66.057,235.42,343.98,94.531,77.105,33.095,9.0279,26.813,6.8976,18.581,1.6554,33.658,13.926,23.419,1.1492,18.3,2.2591,4.8718,2.2439,0.019135,0.80578,0.097345,53.911,44.442,63.52,53.859,22.519,60.568,22.943,39.803,40.337,45.867,49.2,41.5,17.945
2004-01-02 03:55:00,0.22568,3653.5,4503.4,9.4831,27.147,42.183,2704.0,75.26,120.4,0.33828,79.868,49.778,2633.0,26.457,50.457,3099.1,23.285,65.997,238.0,343.97,94.587,77.094,33.095,9.0279,26.813,6.8976,18.581,1.6554,33.658,13.926,23.419,1.1492,18.3,2.2591,4.8718,2.2439,0.012973,0.80791,0.092285,53.727,43.561,63.295,53.58,22.17,61.071,22.469,39.164,37.448,47.592,48.52,41.205,17.285
2004-01-02 03:56:00,0.15667,3676.0,4506.2,9.279,26.982,41.914,2703.9,75.377,120.39,0.35514,79.94,48.769,2633.5,24.744,50.594,3096.4,22.754,65.912,235.48,343.7,94.598,77.429,32.284,8.795,25.843,6.8056,18.159,1.6793,33.381,13.644,23.996,1.3515,18.144,2.2734,4.869,2.27,0.012973,0.80791,0.092285,53.727,43.561,63.024,54.242,15.417,61.244,23.08,41.528,34.477,47.909,48.416,40.68,18.528
2004-01-02 03:57:00,0.15831,3653.4,4513.0,9.4317,26.603,42.314,2704.5,75.241,120.39,0.35427,80.164,51.09,2633.4,23.51,49.552,3099.5,22.335,65.892,234.15,343.11,94.67,77.69,32.284,8.795,25.843,6.8056,18.159,1.6793,33.381,13.644,23.996,1.3515,18.144,2.2734,4.869,2.27,0.012973,0.80791,0.092285,53.727,43.561,63.413,54.162,15.255,63.859,22.735,41.635,41.309,45.497,48.204,40.703,19.486
2004-01-02 03:58:00,0.22866,3679.4,4558.1,9.3789,26.865,42.937,2705.1,74.999,120.4,0.32079,80.157,50.665,2634.2,25.215,50.561,3102.6,22.651,65.913,233.59,342.8,94.461,77.266,32.539,8.8836,26.171,6.9791,18.897,1.6368,33.082,13.96,23.773,1.3915,18.679,2.2496,4.7767,2.2558,0.012973,0.80791,0.092285,53.727,43.561,63.8,54.725,22.73,62.623,22.338,38.101,40.057,47.832,47.924,41.605,18.762
2004-01-02 03:59:00,0.22664,3663.7,4552.9,9.4368,26.474,42.06,2705.3,75.184,120.4,0.32076,80.091,47.754,2634.7,25.72,50.556,3102.7,23.194,65.884,232.36,342.85,94.505,77.284,32.539,8.8836,26.171,6.9791,18.897,1.6368,33.082,13.96,23.773,1.3915,18.679,2.2496,4.7767,2.2558,0.012973,0.80791,0.092285,53.727,43.561,64.071,54.788,22.928,62.235,22.182,38.105,31.49,47.821,47.703,41.866,17.479
2004-01-02 04:00:00,0.20276,3634.6,4507.6,9.487,26.677,42.467,2703.8,74.627,120.37,0.35749,80.067,49.863,2633.1,25.168,50.908,3100.8,23.376,65.85,228.99,342.31,94.556,77.47,32.248,8.8544,26.406,6.7949,19.046,1.6935,33.246,13.55,24.243,1.2025,18.234,2.2645,4.9013,2.3023,0.024037,0.79063,0.097693,53.339,43.989,63.04,53.562,19.966,59.867,22.152,42.042,37.697,48.635,47.68,41.108,17.03
2004-01-02 04:01:00,0.20166,3650.2,4444.1,9.4037,26.95,42.459,2705.9,74.383,120.41,0.3578,80.364,50.448,2634.9,24.679,50.237,3101.7,23.684,65.855,228.2,342.1,94.665,77.795,32.248,8.8544,26.406,6.7949,19.046,1.6935,33.246,13.55,24.243,1.2025,18.234,2.2645,4.9013,2.3023,0.024037,0.79063,0.097693,53.339,43.989,62.771,54.322,20.075,61.352,22.544,42.005,39.418,47.081,47.424,40.814,16.256
2004-01-02 04:02:00,0.22961,3721.6,4461.0,9.3095,27.024,41.885,2708.4,75.314,120.39,0.31216,80.367,49.741,2636.4,24.433,48.151,3103.4,22.591,65.88,228.71,342.38,94.541,77.359,32.148,8.8442,26.259,6.7473,18.589,1.6452,32.833,13.998,23.95,1.0888,17.883,2.2453,4.8533,2.28,0.024037,0.79063,0.097693,53.339,43.989,63.154,53.719,22.445,61.226,22.704,36.51,37.338,42.255,47.048,40.473,18.861
2004-01-02 04:03:00,0.22881,3660.7,4482.3,9.4357,26.73,42.548,2705.7,75.416,120.39,0.30992,80.016,50.064,2634.3,24.038,50.113,3101.8,23.041,65.829,227.17,342.37,94.494,76.867,32.148,8.8442,26.259,6.7473,18.589,1.6452,32.833,13.998,23.95,1.0888,17.883,2.2453,4.8533,2.28,0.024037,0.79063,0.097693,53.339,43.989,64.203,53.464,22.523,60.193,22.374,36.783,38.289,46.795,46.86,41.015,17.849
2004-01-02 04:04:00,0.23961,3714.6,4519.1,9.2652,27.201,42.662,2701.9,74.959,120.4,0.35873,79.75,49.559,2630.0,25.066,50.466,3099.3,22.759,65.68,228.46,342.12,94.573,76.922,32.713,8.8832,26.367,7.0514,19.056,1.6682,33.305,13.757,24.205,1.2686,18.37,2.2696,4.8635,2.2958,0.024037,0.79063,0.097693,53.339,43.989,63.797,54.14,23.35,62.819,22.234,42.747,36.803,47.614,46.429,40.994,18.548
2004-01-02 04:05:00,0.2372,3696.3,4547.8,9.4976,26.912,42.226,2702.3,74.804,120.4,0.36412,79.836,47.629,2630.2,24.659,52.441,3099.9,22.763,65.563,226.09,342.05,94.526,77.384,32.713,8.8832,26.367,7.0514,19.056,1.6682,33.305,13.757,24.205,1.2686,18.37,2.2696,4.8635,2.2958,0.011225,0.8195,0.093967,53.504,43.622,64.113,53.796,23.586,61.312,22.142,42.09,31.123,52.183,45.82,41.46,18.526
